1658329826,d2040211a42128cce4887e87469ca96701a720c3,0,3054624,0,8120,0,1859588,0,1221672,0,356396
1662114590,d185381400d7054f37f592e32022a4d987d6f674,1680,3054624,240,8120,112,1859588,112,1221672,112,356396
1662320556,62036251ae7f06ca7537aace1b96b8c863ec48b3,2016,3054624,240,8120,112,1859588,112,1221672,112,356396
1662378396,0d360e48b351bd060f5a8c10d4c0dc33288e8154,2208,3054624,240,8120,112,1859588,112,1221672,112,356396
1662457127,eba314daa23506260fce0c4485d9aa59a7498b25,2416,3054624,240,8120,112,1859588,112,1221672,112,356396
1664265172,c75884ae94b9e1e9ee88c91c6e963967f2eace6a,3248,3054624,240,8120,112,1859588,112,1221672,112,356396
1664312035,c74e2f4f1a55205c4226e94bfae58a1a384e666f,3616,3054624,240,8120,112,1859588,112,1221672,112,356396
1664486969,8e6a0063764da03e8b5f6d9bf012830c8f4ea275,4048,3054624,240,8120,112,1859588,112,1221672,112,356396
1664547044,747a53b1d06d0b30cba1407ed8000b3d19d77fea,4832,3054624,240,8120,112,1859588,112,1221672,112,356396
1664567575,cbf91b3ff58175d4531a724732f46f4572a97332,5264,3054624,240,8120,112,1859588,112,1221672,112,356396
1664660007,baa25bce6f390a7a3b3f4e92b74f1bd9142859d9,9472,3054624,240,8120,112,1859588,112,1221672,112,356396
